word,sentiment
fortunately,positive
fortune,positive
fortune,positive
foul,negative
foul,negative
foul,negative
foully,negative
foulness,negative
fractious,negative
fractiously,negative
fracture,negative
fracture,negative
fragile,negative
fragile,negative
fragmented,negative
fragrant,positive
frail,negative
frank,positive
frankly,neutral
frantic,negative
frantically,negative
franticly,negative
fraternize,negative
fraud,negative
fraud,negative
fraudulent,negative
fraught,negative
fraught,negative
freak,negative
freak,negative
freakish,negative
freakish,negative
freakish,negative
freakishly,negative
frazzle,negative
frazzle,negative
frazzled,negative
free,positive
freedom,positive
freedom,positive
freedoms,positive
freedoms,positive
frenetic,negative
frenetically,negative
frenzied,negative
frenzy,negative
frequent,neutral
fresh,positive
fret,negative
fretful,negative
friction,negative
friction,negative
frictions,negative
frictions,negative
friend,positive
friend,positive
friendliness,positive
friendliness,positive
friendly,positive
friends,positive
friends,positive
friendship,positive
friendship,positive
friggin,negative
fright,negative
fright,negative
frighten,negative
frightening,negative
frighteningly,negative
frighteningly,negative
frightful,negative
frightfully,negative
frigid,negative
frivolous,negative
frolic,positive
frown,negative
frown,negative
frozen,negative
fruitful,positive
fruitless,negative
fruitlessly,negative
fumble,negative
fun,negative
frustrate,negative
frustrated,negative
frustrating,negative
frustrating,negative
frustratingly,negative
frustration,negative
fudge,negative
fudge,negative
fudge,negative
fugitive,negative
fulfillment,positive
fulfillment,positive
full,neutral
fully,neutral
full-blown,negative
full-fledged,positive
full-scale,neutral
fulminate,negative
fume,negative
fun,positive
functional,positive
fundamental,neutral
fundamentally,neutral
fundamentalism,negative
fundamentalism,negative
funded,neutral
funny,positive
funny,positive
furious,negative
furiously,negative
furor,negative
further,neutral
furthermore,neutral
fury,negative
fuss,negative
fuss,negative
fuss,negative
fustigate,negative
fussy,negative
fusty,negative
futile,negative
futilely,negative
futility,negative
fuzzy,negative
gabble,negative
gaff,negative
gaffe,negative
gaiety,positive
gaily,positive
gain,positive
gain,positive
gainful,positive
gainfully,positive
gainsay,negative
gainsayer,negative
gaga,negative
gaggle,negative
gall,negative
gallant,positive
gallantly,positive
galling,negative
gallingly,negative
galore,positive
galvanize,neutral
gamble,negative
gamble,negative
game,negative
gape,negative
garbage,negative
garbage,negative
garish,negative
gasp,negative
gasp,negative
gauche,negative
gaudy,negative
gawk,negative
gawky,negative
geezer,negative
gem,positive
gem,positive
gems,positive
gems,positive
generosity,positive
generous,positive
generously,positive
genial,positive
genius,positive
genocide,negative
genocide,negative
gentle,positive
genuine,positive
germane,positive
gestures,neutral
gestures,neutral
get-rich,negative
get-rich,negative
ghastly,negative
ghetto,negative
giant,neutral
giant,neutral
giants,neutral
giants,neutral
gibber,negative
gibberish,negative
gibe,negative
giddy,positive
gifted,positive
gigantic,neutral
glad,positive
gladden,positive
gladly,positive
gladness,positive
glamorous,positive
glare,negative
glare,negative
glaring,negative
glaringly,negative
glean,neutral
glee,positive
gleeful,positive
gleefully,positive
glib,negative
glibly,negative
glimmer,positive
glimmer,positive
glimmer,positive
glimmering,positive
glisten,positive
glisten,positive
glistening,positive
glitch,negative
glitter,positive
glitter,positive
gloat,both
gloatingly,negative
gloom,negative
gloomy,negative
glorify,positive
glorious,positive
gloriously,positive
glory,positive
glory,positive
gloss,negative
glossy,positive
glow,positive
glower,negative
glowing,positive
glowingly,positive
glum,negative
glut,negative
gnawing,negative
go-ahead,positive
go-ahead,positive
goad,negative
goading,negative
god-awful,negative
god-given,positive
goddam,negative
goddamn,negative
godlike,positive
gold,positive
golden,positive
good,positive
goodly,positive
goodness,positive
goodwill,positive
goodwill,positive
goof,negative
goof,negative
gorgeous,positive
gorgeously,positive
gossip,negative
gossip,negative
gossip,negative
grace,positive
graceful,positive
gracefully,positive
graceless,negative
gracelessly,negative
gracious,positive
graciously,positive
graciousness,positive
graft,negative
grail,positive
grail,positive
grand,positive
grandeur,positive
grandiose,negative
grapple,negative
grate,negative
grateful,positive
grateful,positive
gratefully,positive
gratification,positive
gratify,positive
gratifying,positive
gratifyingly,positive
grating,negative
gratitude,positive
gratitude,positive
gratuitous,negative
gratuitous,negative
gratuitously,negative
grave,negative
gravely,negative
great,positive
greatest,positive
greatly,neutral
greatness,positive
greed,negative
greedy,negative
greet,positive
grief,negative
grievance,negative
grievances,negative
grievances,negative
grieve,negative
grieving,negative
grievous,negative
grievously,negative
grill,negative
grim,negative
grimace,negative
grin,positive
grind,negative
grind,negative
gripe,negative
gripe,negative
grisly,negative
grit,positive
grit,positive
gritty,negative
groove,positive
gross,negative
grossly,negative
grotesque,negative
grouch,negative
grouchy,negative
groundbreaking,positive
groundbreaking,positive
groundless,negative
grouse,negative
growing,neutral
growl,negative
grudge,negative
grudges,negative
grudges,negative
grudging,negative
grudgingly,negative
gruesome,negative
gruesomely,negative
gruff,negative
grumble,negative
guarantee,positive
guarantee,positive
guardian,positive
guidance,positive
guidance,positive
guile,negative
guilt,negative
guiltless,positive
guilty,negative
guiltily,negative
gullible,negative
gush,positive
gumption,positive
gusto,positive
gutsy,positive
haggard,negative
haggle,negative
hail,positive
halcyon,positive
hale,positive
halfhearted,negative
halfheartedly,negative
halfway,neutral
halfway,neutral
hallowed,positive
hallucinate,negative
hallucination,negative
halt,neutral
hamper,negative
hamstring,negative
hamstrung,negative
handicapped,negative
handily,positive
handsome,positive
handy,positive
hanker,positive
hapless,negative
haphazard,negative
happily,positive
happiness,positive
happy,positive
harangue,negative
harass,negative
harassment,negative
harassment,negative
harboring,negative
harboring,negative
harbors,negative
harbors,negative
hard,negative
hard-hit,negative
hard-line,negative
hard-liner,negative
hard-working,positive
hardball,negative
hardball,negative
harden,negative
hardened,negative
hardheaded,negative
hardhearted,negative
hardier,positive
hardier,positive
hardliner,negative
hardliners,negative
hardliners,negative
hardly,negative
hardship,negative
hardships,negative
hardships,negative
hardy,positive
harm,negative
harm,negative
harmful,negative
harmless,positive
harmonious,positive
harmoniously,positive
harmonize,positive
harmony,positive
harmony,positive
harms,negative
harms,negative
harpy,negative
harridan,negative
harried,negative
harrow,negative
harsh,negative
harshly,negative
hassle,negative
haste,negative
haste,negative
hasty,negative
hasty,negative
hate,negative
hater,negative
hateful,negative
hatefully,negative
hatefulness,negative
haughtily,negative
haughty,negative
hatred,negative
haunt,negative
haunting,negative
haven,positive
havoc,negative
hawkish,negative
hawkish,negative
hazard,negative
hazard,negative
hazardous,negative
hazy,negative
headache,negative
headaches,negative
headaches,negative
headway,positive
heady,positive
heal,positive
healthful,positive
healthy,positive
healthy,positive
heart,positive
heartbreak,negative
heartbreaker,negative
heartbreaking,negative
heartbreakingly,negative
hearten,positive
heartening,positive
heartfelt,positive
heartily,positive
heartless,negative
heartrending,negative
heartwarming,positive
heathen,negative
heathen,negative
heaven,positive
heavenly,positive
heavily,negative
heavy-duty,neutral
heavy-handed,negative
heavyhearted,negative
heck,negative
heck,negative
heckle,negative
hectic,negative
hedge,negative
hedonistic,negative
heedless,negative
hefty,neutral
hegemonism,negative
hegemonism,negative
hegemonistic,negative
hegemony,negative
hegemony,negative
hegemony,negative
heinous,negative
hell,negative
hell-bent,negative
hellion,negative
help,positive
help,positive
help,positive
helpful,positive
helpless,negative
helplessly,negative
helplessness,negative
herald,positive
heresy,negative
heretic,negative
heretical,negative
hero,positive
heroic,positive
heroic,positive
heroically,positive
heroine,positive
heroize,positive
heros,positive
hesitant,negative
hideous,negative
hideously,negative
hideousness,negative
high,neutral
high-powered,neutral
high-quality,positive
highlight,positive
highlight,positive
hilarious,positive
hilariously,positive
hilariousness,positive
hilarity,positive
hinder,negative
hindrance,negative
historic,positive
hm,neutral
hmm,neutral
hoard,negative
hoax,negative
hobble,negative
hole,negative
hollow,negative
holy,positive
homage,positive
honest,positive
honest,positive
honestly,positive
honesty,positive
honesty,positive
honeymoon,positive
honor,positive
honor,positive
honor,positive
honorable,positive
hoodwink,negative
hope,positive
hope,positive
hope,positive
hopeful,positive
hopefully,positive
hopefulness,positive
hopeless,negative
hopelessly,negative
hopelessness,negative
hopes,positive
hopes,positive
horde,negative
horrendous,negative
horrendously,negative
horrible,negative
horrible,negative
horribly,negative
horrid,negative
horrific,negative
horrifically,negative
horrify,negative
horrify,negative
horrifying,negative
horrifyingly,negative
horror,negative
horrors,negative
hospitable,positive
hostage,negative
hostile,negative
hostile,negative
hostilities,negative
hostilities,negative
hostility,negative
hostility,negative
hot,positive
hothead,negative
hotheaded,negative
hotbeds,negative
hotbeds,negative
hothouse,negative
hothouse,negative
however,neutral
hubris,negative
huckster,negative
hug,positive
hug,positive
huge,neutral
humane,positive
humane,positive
humanists,positive
humanists,positive
humanity,positive
humankind,positive
humble,positive
humbling,negative
humiliate,negative
humiliating,negative
humiliation,negative
humility,positive
humor,positive
humorous,positive
humorously,positive
humour,positive
humour,positive
humourous,positive
hunger,negative
hungry,negative
hurt,negative
hurt,negative
hurtful,negative
hustler,negative
hypnotize,neutral
hypocrisy,negative
hypocrite,negative
hypocrites,negative
hypocritical,negative
hypocritically,negative
hysteria,negative
hysteric,negative
hysterical,negative
hysterically,negative
hysterics,negative
icy,negative
idea,neutral
idea,neutral
ideal,positive
ideal,positive
idealism,positive
idealist,positive
idealize,positive
ideally,positive
idiocies,negative
idiocy,negative
idiot,negative
idiotic,negative
idiotically,negative
idiots,negative
idle,negative
idol,positive
idol,positive
idolize,positive
idolized,positive
idyllic,positive
ignite,neutral
ignoble,negative
ignominious,negative
ignominiously,negative
ignominy,negative
ignore,negative
ignorance,negative
ignorance,negative
ignorant,negative
ignorant,negative
ill,negative
ill,negative
ill-advised,negative
ill-conceived,negative
ill-fated,negative
ill-favored,negative
ill-mannered,negative
ill-natured,negative
ill-sorted,negative
ill-tempered,negative
ill-treated,negative
ill-treatment,negative
ill-treatment,negative
ill-usage,negative
ill-used,negative
illegal,negative
illegally,negative
illegitimate,negative
illicit,negative
illiquid,negative
illiterate,negative
illness,negative
illogic,negative
illogical,negative
illogically,negative
illuminate,positive
illuminati,positive
illuminati,positive
illuminating,positive
illumine,positive
illusion,negative
illusion,negative
illusions,negative
illusions,negative
illusory,negative
illustrious,positive
imaginary,negative
imagination,neutral
imagination,neutral
imaginative,positive
imagine,neutral
imbalance,negative
imbalance,negative
imbecile,negative
imbroglio,negative
immaculate,positive
immaculately,positive
immaterial,negative
immature,negative
immediate,neutral
immediately,neutral
immense,neutral
immensely,neutral
immensity,neutral
immensurable,neutral
imminence,negative
imminent,negative
imminently,negative
immobilized,negative
immoderate,negative
immoderately,negative
immodest,negative
immoral,negative
immorality,negative
immorally,negative
immovable,negative
immune,neutral
impair,negative
impaired,negative
impartial,positive
impartiality,positive
impartially,positive
impasse,negative
impassioned,positive
impassive,polarity=negative
impatience,negative
impatient,negative
impatiently,negative
impeach,negative
impeccable,positive
impeccably,positive
impede,negative
impedance,negative
impediment,negative
impel,positive
impending,negative
impending,negative
impenitent,negative
imperative,neutral
imperatively,neutral
imperfect,negative
imperfectly,negative
imperial,positive
imperialist,negative
imperil,negative
imperious,negative
imperiously,negative
impermissible,negative
impersonal,negative
impertinent,negative
imperturbable,positive
impervious,positive
impetuous,negative
impetuously,negative
impetus,positive
impiety,negative
impinge,negative
impious,negative
implacable,negative
implausible,negative
implausibly,negative
implicate,negative
implication,negative
implication,negative
implicit,neutral
implode,negative
implore,both
imploring,both
imploringly,both
imply,neutral
impolite,negative
impolitely,negative
impolitic,negative
importance,positive
important,positive
importantly,positive
importunate,negative
importune,negative
impose,negative
imposers,negative
imposers,negative
imposing,negative
imposing,negative
imposition,negative
imposition,negative
impossible,negative
impossiblity,negative
impossibly,negative
impotent,negative
impotent,negative
impoverish,negative
impoverished,negative
impractical,negative
impractical,negative
imprecate,negative
imprecise,negative
imprecisely,negative
imprecision,negative
impregnable,positive
impress,positive
impression,positive
impression,positive
impressions,positive
impressions,positive
impressive,positive
impressively,positive
impressiveness,positive
imprison,negative
imprisonment,negative
improbability,negative
improbable,negative
improbably,negative
improper,negative
improperly,negative
impropriety,negative
improving,positive
improve,positive
improved,positive
improvement,positive
improvise,positive
imprudence,negative
imprudent,negative
impudence,negative
impudent,negative
impudently,negative
impugn,negative
impulsive,negative
impulsively,negative
impunity,negative
impunity,negative
impure,negative
impurity,negative
inability,negative
inability,negative
inaccessible,negative
inaccuracy,negative
inaccuracies,negative
inaccurate,negative
inaccurately,negative
inaction,negative
inactive,negative
inadequacy,negative
inadequate,negative
inadequately,negative
inadverent,negative
inadverently,negative
inadvisable,negative
inadvisably,negative
inalienable,positive
inane,negative
inanely,negative
inappropriate,negative
inappropriately,negative
inapt,negative
inaptitude,negative
inarguable,neutral
inarguably,neutral
inarticulate,negative
inattentive,negative
incapable,negative
incapably,negative
incautious,negative
incendiary,negative
incense,negative
incessant,negative
incessantly,negative
incisive,positive
incisively,positive
incisiveness,positive
incite,negative
incitement,negative
incitement,negative
incivility,negative
inclement,negative
inclination,positive
inclination,positive
inclinations,positive
inclined,positive
inclusive,positive
incognizant,negative
incoherence,negative
incoherent,negative
incoherently,negative
incommensurate,negative
incomparable,negative
incomparably,negative
incompatibility,negative
incompatible,negative
incompatible,negative
incompetence,negative
incompetent,negative
incompetently,negative
incomplete,negative
incompliant,negative
incomprehensible,negative
incomprehension,negative
inconceivable,negative
inconceivably,negative
inconclusive,negative
incongruous,negative
incongruously,negative
inconsequent,negative
inconsequently,negative
inconsequential,negative
inconsequentially,negative
inconsiderate,negative
inconsiderately,negative
inconsistence,negative
inconsistencies,negative
inconsistencies,negative
inconsistency,negative
inconsistent,negative
inconsolable,negative
inconsolably,negative
inconstant,negative
incontestable,positive
incontrovertible,positive
inconvenience,negative
inconvenience,negative
inconvenient,negative
inconveniently,negative
incorrect,negative
incorrectly,negative
incorrigible,negative
incorrigibly,negative
incorruptible,positive
increasing,neutral
increasingly,neutral
incredible,positive
incredibly,positive
incredulous,negative
incredulously,negative
inculcate,negative
indebted,positive
indecency,negative
indecent,negative
indecently,negative
indecision,negative
indecisive,negative
indecisively,negative
indecorum,negative
indeed,neutral
indefatigable,positive
indefensible,negative
indefensible,negative
indefinite,negative
indefinitely,negative
indelible,positive
indelibly,positive
indelicate,negative
independence,positive
independence,positive
independent,positive
indescribable,positive
indescribably,positive
indestructible,positive
indeterminable,negative
indeterminably,negative
indeterminate,negative
indication,neutral
indication,neutral
indicative,neutral
indicative,neutral
indifference,negative
indifferent,negative
indigent,negative
indignant,negative
indignantly,negative
indignation,negative
indignity,negative
indignity,negative
indirect,neutral
indiscernible,negative
indiscreet,negative
indiscreet,negative
indiscreetly,negative
indiscretion,negative
indiscriminate,negative
indiscriminating,negative
indiscriminately,negative
indispensable,positive
indispensability,positive
indisposed,negative
indisputable,positive
indistinct,negative
indistinctive,negative
individuality,positive
indoctrinate,negative
indoctrination,negative
indoctrination,negative
indolent,negative
indomitable,positive
indomitably,positive
indubitable,positive
indubitably,positive
indulge,negative
indulgence,positive
indulgent,positive
industrious,positive
ineffective,negative
ineffectively,negative
ineffectiveness,negative
ineffectual,negative
ineffectually,negative
ineffectualness,negative
inefficacious,negative
inefficacious,negative
inefficacy,negative
inefficiency,negative
inefficient,negative
inefficiently,negative
ineligible,negative
inelegance,negative
inelegant,negative
ineloquent,negative
ineloquently,negative
inept,negative
ineptitude,negative
ineptitude,negative
ineptly,negative
inequalities,negative
inequalities,negative
inequality,negative
inequality,negative
inequitable,negative
inequitably,negative
inequities,negative
inequities,negative
inertia,negative
inertia,negative
inescapable,negative
inescapably,negative
inessential,negative
inestimable,positive
inestimably,positive
inevitable,negative
inevitable,negative
inevitably,negative
inexact,negative
inexcusable,negative
inexcusably,negative
inexorable,negative
inexorably,negative
inexpensive,positive
inexperience,negative
inexperienced,negative
inexpert,negative
inexpertly,negative
inexpiable,negative
inexplainable,negative
inexplicable,negative
inextricable,negative
inextricably,negative
infallible,positive
infallibly,positive
infallibility,positive
infamous,negative
infamously,negative
infamy,negative
infatuated,both
infected,negative
infectious,neutral
infer,neutral
inference,neutral
inference,neutral
inferior,negative
inferiority,negative
infernal,negative
infest,negative
infested,negative
infidel,negative
infidels,negative
infiltrator,negative
infiltrators,negative
infiltrators,negative
infirm,negative
inflame,negative
inflammatory,negative
inflated,negative
inflationary,negative
inflexible,negative
inflict,negative
influence,neutral
influence,neutral
influential,positive
informational,neutral
informative,positive
infraction,negative
infringe,negative
infringement,negative
infringements,negative
infringements,negative
infuriate,negative
infuriated,negative
infuriating,negative
infuriatingly,negative
ingenious,positive
ingeniously,positive
ingenuity,positive
ingenuous,positive
ingenuously,positive
inglorious,negative
ingrate,negative
ingratiate,positive
ingratiating,positive
ingratiatingly,positive
ingratitude,negative
inherent,neutral
inherent,neutral
inhibit,negative
inhibition,negative
inhospitable,negative
inhospitality,negative
inhuman,negative
inhumane,negative
inhumanity,negative
inimical,negative
inimically,negative
iniquitous,negative
iniquity,negative
injudicious,negative
injure,negative
injurious,negative
injury,negative
injustice,negative
injustice,negative
injustices,negative
injustices,negative
inkling,neutral
inklings,neutral
inklings,neutral
innocence,positive
innocence,positive
innocent,positive
innocently,positive
innocuous,positive
innocuous,positive
innovation,positive
innovation,positive
innovative,positive
innumerable,neutral
innumerably,neutral
innumerous,neutral
innuendo,negative
innuendo,negative
inoffensive,positive
inopportune,negative
inordinate,negative
inordinately,negative
inquisitive,positive
insane,negative
insanely,negative
insanity,negative
insatiable,negative
insecure,negative
insecurity,negative
insecurity,negative
insensible,negative
insensitive,negative
insensitively,negative
insensitivity,negative
insensitivity,negative
insidious,negative
insidiously,negative
insight,positive
insight,positive
insightful,positive
insightfully,positive
insights,neutral
insignificance,negative
insignificant,negative
insignificantly,negative
insincere,negative
insincerely,negative
insincerity,negative
insinuate,negative
insinuating,negative
insinuation,negative
insinuation,negative
insist,positive
insistence,positive
insistence,positive
insistent,positive
insistently,positive
insociable,negative
isolation,negative
insolence,negative
insolence,negative
insolent,negative
insolently,negative
insolvent,negative
insouciance,negative
inspiration,positive
inspirational,positive
inspire,positive
inspiring,positive
inspiring,positive
instability,negative
instable,negative
instigate,negative
instigator,negative
instigators,negative
instructive,positive
instrumental,positive
insubordinate,negative
insubstantial,negative
insubstantially,negative
insufferable,negative
insufferably,negative
insufficiency,negative
insufficient,negative
insufficiently,negative
insular,negative
insult,negative
insult,negative
insulted,negative
insulting,negative
insulting,negative
insultingly,negative
insupportable,negative
insupportably,negative
insurmountable,negative
insurmountably,negative
insurrection,negative
insurrection,negative
intact,positive
integral,positive
integrity,positive
intelligent,positive
intelligence,positive
intelligible,positive
intend,neutral
intense,neutral
intense,neutral
intensive,neutral
intensively,neutral
intent,neutral
intent,neutral
intention,neutral
intention,neutral
intentions,neutral
intentions,neutral
intents,neutral
intents,neutral
intercede,positive
interest,positive
interest,positive
interest,positive
interested,positive
interesting,positive
interests,positive
interests,positive
interfere,negative
interference,negative
interference,negative
intermittent,negative
interrupt,negative
interruption,negative
intimacy,positive
intimacy,positive
intimate,positive
intimate,neutral
intimidate,negative
intimidating,negative
intimidatingly,negative
intimidation,negative
intimidation,negative
intolerable,negative
intolerablely,negative
intolerance,negative
intolerance,negative
intolerant,negative
intoxicate,negative
intractable,negative
intransigence,negative
intransigence,negative
intransigent,negative
intricate,positive
intrigue,positive
intrigue,positive
intrigue,neutral
intriguing,positive
intriguing,positive
intriguingly,positive
intrude,negative
intrusion,negative
intrusive,negative
intuitive,positive
inundate,negative
inundated,negative
invader,negative
invader,negative
invalid,negative
invalidate,negative
invalidity,negative
invaluable,positive
invaluablely,positive
invasive,negative
invective,negative
inveigle,negative
inventive,positive
invidious,negative
invidiously,negative
invidiousness,negative
invigorate,positive
invigorating,positive
invincibility,positive
invincible,positive
inviolable,positive
inviolate,positive
invisible,neutral
invulnerable,positive
involuntarily,negative
involuntary,negative
irate,negative
irately,negative
ire,negative
irk,negative
irksome,negative
ironic,negative
ironies,negative
ironies,negative
irony,negative
irrational,negative
irrationality,negative
irrationally,negative
irreconcilable,negative
irredeemable,negative
irredeemably,negative
irreformable,negative
irrefutable,positive
irrefutably,positive
irregardless,neutral
irregular,negative
irregularity,negative
irrelevance,negative
irrelevant,negative
irreparable,negative
irreplacible,negative
irrepressible,negative
irreproachable,positive
irresistible,positive
irresistibly,positive
irresolute,negative
irresolvable,negative
irresponsible,negative
irresponsibly,negative
irretrievable,negative
irreverence,negative
irreverent,negative
irreverently,negative
irreversible,negative
irreversible,negative
irritable,negative
irritably,negative
irritant,negative
irritate,negative
irritated,negative
irritating,negative
irritation,negative
irritation,negative
isolate,negative
isolated,negative
isolation,negative
itch,negative
jabber,negative
jaded,negative
jam,negative
jar,negative
jaundiced,negative
jauntily,positive
jaunty,positive
jealous,negative
jealously,negative
jealousness,negative
jealousy,negative
jeer,negative
jeer,negative
jeering,negative
jeeringly,negative
jeers,negative
jeopardize,negative
jeopardy,negative
jerk,negative
jest,positive
jittery,negative
jobless,negative
joke,positive
joke,positive
joker,negative
jollify,positive
jolly,positive
jolt,negative
jovial,positive
joy,positive
joyful,positive
joyfully,positive
joyless,positive
joyous,positive
joyously,positive
jubilant,positive
jubilantly,positive
jubilate,positive
jubilation,positive
jubilation,positive
judgement,neutral
judgement,neutral
judgements,neutral
judgements,neutral
judicious,positive
judgment,neutral
judgment,neutral
judgments,neutral
judgments,neutral
jumpy,negative
junk,negative
junky,negative
just,positive
just,positive
just,positive
justice,positive
justice,positive
justifiable,positive
justifiably,positive
justification,positive
justify,positive
justly,positive
juvenile,negative
kaput,negative
keen,positive
keen,negative
keen,negative
keenly,positive
keenness,positive
keenness,positive
kemp,positive
key,neutral
kick,negative
kick,negative
kid,positive
kill,negative
killer,negative
killer,negative
killjoy,negative
kind,positive
kindly,positive
kindliness,positive
kindness,positive
kingmaker,positive
kiss,positive
kiss,positive
knave,negative
knife,negative
knock,negative
knock,negative
knew,neutral
know,neutral
knowing,neutral
knowingly,neutral
knowledge,neutral
knowledgeable,positive
kook,negative
kooky,negative
lack,negative
lack,negative
lackadaisical,negative
lackey,negative
lackeys,negative
lackeys,negative
lacking,negative
lackluster,negative
laconic,negative
lag,negative
lambast,negative
lambaste,negative
lame,negative
lame-duck,negative
lament,negative
lamentable,negative
lamentably,negative
languid,negative
languish,negative
lanky,negative
languor,negative
languorous,negative
languorously,negative
large,neutral
large-scale,neutral
lapse,negative
large,positive
large,positive
largely,neutral
lark,positive
lascivious,negative
last-ditch,negative
last-ditch,negative
lastly,neutral
laud,positive
laudable,positive
laudably,positive
laugh,negative
laugh,negative
laughable,negative
laughably,negative
laughingstock,negative
laughter,negative
lavish,positive
lavish,positive
lavishly,positive
law-abiding,positive
lawbreaker,negative
lawbreaking,negative
lawful,positive
lawfully,positive
lawless,negative
lawlessness,negative
lawlessness,negative
lax,negative
lax,negative
lazy,negative
leading,positive
leak,negative
leakage,negative
leaky,negative
lean,positive
lean,positive
learn,neutral
learning,positive
learned,positive
least,negative
lech,negative
lecher,negative
lecher,negative
lecherous,negative
lechery,negative
lecture,negative
lecture,negative
leech,negative
leech,negative
leech,negative
leer,negative
leer,negative
leery,negative
left-leaning,negative
legacy,neutral
legacies,neutral
legacies,neutral
legalistic,neutral
legalistic,neutral
legendary,positive
legitimacy,positive
legitimate,positive
legitimately,positive
lenient,positive
leniently,positive
less,negative
less-developed,negative
less-expensive,positive
lessen,negative
lesser,negative
lesser-known,negative
letch,negative
lethal,negative
lethargic,negative
lethargy,negative
leverage,positive
leverage,positive
levity,positive
lewd,negative
lewdly,negative
lewdness,negative
liable,negative
liability,negative
liability,negative
liar,negative
liar,negative
liars,negative
liars,negative
liberal,positive
liberation,positive
liberation,positive
liberalism,positive
liberally,positive
liberate,positive
liberty,positive
licentious,negative
licentiously,negative
licentiousness,negative
lie,negative
lie,negative
lie,negative
lier,negative
lies,negative
lies,negative
life-threatening,negative
lifeblood,positive
lifeless,negative
lifelong,positive
light,positive
light,positive
light-hearted,positive
lighten,positive
likable,positive
like,positive
likelihood,neutral
likelihood,neutral
likely,neutral
liking,positive
likewise,neutral
limit,negative
limit,negative
limitation,negative
limited,negative
limitless,neutral
limitless,neutral
limp,negative
lionhearted,positive
listless,negative
literate,positive
litigious,negative
little,negative
little-known,negative
live,positive
lively,positive
livid,negative
lividly,negative
loath,negative
loathe,negative
loathe,negative
loathing,negative
loathly,negative
loathsome,negative
loathsomely,negative
lofty,positive
logical,positive
lone,negative
lone,negative
loneliness,negative
lonely,negative
lonesome,negative
long,negative
longing,negative
longingly,negative
look,neutral
looking,neutral
loophole,negative
loopholes,negative
loopholes,negative
loot,negative
lorn,negative
losing,negative
losing,negative
lose,negative
loser,negative
loss,negative
lost,negative
lousy,negative
lovable,positive
lovably,positive
love,positive
love,positive
loveless,negative
loveliness,positive
lovelorn,negative
lover,positive
lovely,positive
lovely,positive
low,negative
low-cost,positive
low-rated,negative
low-risk,positive
lower-priced,positive
lowly,negative
loyal,positive
loyalty,positive
loyalty,positive
lucid,positive
lucidly,positive
luck,positive
luckier,positive
luckier,positive
luckiest,positive
luckily,positive
luckiness,positive
lucky,positive
lucky,positive
lucrative,positive
lucrative,positive
ludicrous,negative
ludicrously,negative
lugubrious,negative
lukewarm,negative
lull,negative
luminous,positive
lunatic,negative
lunatic,negative
lunaticism,negative
lurch,negative
lure,negative
lurid,negative
lurk,negative
lurking,negative
lush,positive
lust,both
lure,negative
luster,positive
lustrous,positive
luxuriant,positive
luxuriate,positive
luxurious,positive
luxuriously,positive
luxury,positive
luxury,positive
lying,negative
lyrical,positive
macabre,negative
mad,negative
madden,negative
maddening,negative
maddeningly,negative
madder,negative
madder,negative
madly,negative
madman,negative
madness,negative
magic,positive
magical,positive
magnanimous,positive
magnanimously,positive
magnetic,positive
magnificence,positive
magnificent,positive
magnificent,positive
magnificently,positive
magnify,positive
majestic,positive
majesty,positive
major,neutral
maladjusted,negative
maladjustment,negative
malady,negative
malaise,negative
malcontent,negative
malcontent,negative
malcontented,negative
maledict,negative
maledict,negative
malevolence,negative
malevolent,negative
malevolently,negative
malice,negative
malicious,negative
maliciously,negative
maliciousness,negative
malign,negative
malign,negative
malignant,negative
malodorous,negative
maltreatment,negative
maltreatment,negative
manageable,positive
maneuver,negative
maneuver,negative
mangle,negative
mania,negative
maniac,negative
maniacal,negative
manic,negative
manifest,positive
manipulate,negative
manipulation,negative
manipulation,negative
manipulative,negative
manipulators,negative
manipulators,negative
manly,positive
mannerly,positive
mantra,neutral
mantra,neutral
mar,negative
mar,negative
marginal,negative
marginally,negative
martyrdom,negative
martyrdom-seeking,negative
marvel,positive
marvel,positive
marvellous,positive
marvelous,positive
marvelous,positive
marvelously,positive
marvelousness,positive
marvels,positive
massacre,negative
massacre,negative
massacres,negative
massive,neutral
master,positive
master,positive
masterful,positive
masterfully,positive
masterpiece,positive
masterpieces,positive
masters,positive
masters,positive
mastery,positive
matchless,positive
matter,neutral
mature,positive
maturely,positive
maturity,positive
maverick,negative
mawkish,negative
mawkishly,negative
mawkishness,negative
maxi-devaluation,negative
maxi-devaluation,negative
maximize,positive
maybe,neutral
meager,negative
mean,negative
mean,neutral
meaningful,positive
meaningless,negative
meanness,negative
meddle,negative
meddlesome,negative
mediocre,negative
mediocrity,negative
meek,positive
melancholy,negative
mellow,positive
melodramatic,negative
melodramatically,negative
memorable,positive
memorialize,positive
memories,neutral
memories,neutral
menace,negative
menace,negative
menacing,negative
menacingly,negative
mend,positive
mendacious,negative
mendacity,negative
menial,negative
mentality,neutral
mentor,positive
merciful,positive
mercifully,positive
merciless,negative
mercilessly,negative
mercy,positive
mercy,positive
mere,negative
mere,negative
merely,negative
merit,positive
merit,positive
meritorious,positive
merrily,positive
merriment,positive
merriness,positive
merry,positive
mesmerize,positive
mesmerizing,positive
mesmerizing,positive
mesmerizingly,positive
mess,negative
mess,negative
messy,negative
metaphorize,neutral
meticulous,positive
meticulously,positive
midget,negative
